Federative_Unit,NM_MUN,Lula_votes,Lula_per,Jair_votes,Jair_per
Maranhao,Mirinzal,6494,79.99,1625,20.01
Maranhao,Monção,11474,81.46,2612,18.54
Maranhao,Montes Altos,3834,66.22,1956,33.78
Maranhao,Morros,9263,79.23,2429,20.77
Maranhao,Nina Rodrigues,5832,83.1,1186,16.9
Maranhao,Nova Colinas,2564,75.15,848,24.85
Maranhao,Nova Iorque,2377,81.71,532,18.29
Maranhao,Nova Olinda Do Maranhão,7350,80.48,1783,19.52
Maranhao,Olho D'Água Das Cunhãs,8566,79.46,2214,20.54
Maranhao,Olinda Nova Do Maranhão,6137,84.66,1112,15.34
Maranhao,Paço Do Lumiar,38537,63.6,22057,36.4
Maranhao,Palmeirândia,9897,86.47,1548,13.53
Maranhao,Paraibano,8950,83.72,1740,16.28
Maranhao,Parnarama,15977,86.95,2397,13.05
Maranhao,Passagem Franca,8295,81.28,1910,18.72
Maranhao,Pastos Bons,8976,80.63,2156,19.37
Maranhao,Paulino Neves,8867,83.46,1757,16.54
Maranhao,Paulo Ramos,8798,73.93,3103,26.07
Maranhao,Pedreiras,14738,65.72,7686,34.28
Maranhao,Pedro Do Rosário,10654,85.89,1750,14.11
Maranhao,Penalva,15341,86.74,2345,13.26
Maranhao,Peri Mirim,6508,82.93,1340,17.07
Maranhao,Peritoró,9994,82.48,2123,17.52
Maranhao,Pindaré-Mirim,14222,76.77,4304,23.23
Maranhao,Pinheiro,32787,74.67,11124,25.33
Maranhao,Pio Xii,11135,79.84,2811,20.16
Maranhao,Pirapemas,7452,83.07,1519,16.93
Maranhao,Poção De Pedras,8083,74.33,2792,25.67
Maranhao,Porto Franco,8382,61.08,5340,38.92
Maranhao,Porto Rico Do Maranhão,3177,75.27,1044,24.73
Maranhao,Presidente Dutra,16054,67.72,7653,32.28
Maranhao,Presidente Juscelino,5859,83.6,1149,16.4
Maranhao,Presidente Médici,3203,82.13,697,17.87
Maranhao,Presidente Sarney,8776,84.8,1573,15.2
Maranhao,Presidente Vargas,6213,86.97,931,13.03
Maranhao,Primeira Cruz,6189,88.07,838,11.93
Maranhao,Raposa,10821,66.91,5352,33.09
Maranhao,Riachão,8867,72.21,3413,27.79
Maranhao,Ribamar Fiquene,3281,67.12,1607,32.88
Maranhao,Rosário,18145,77.57,5248,22.43
Maranhao,Sambaíba,2809,69.63,1225,30.37
Maranhao,Santa Filomena Do Maranhão,3653,80.6,879,19.4
Maranhao,Santa Helena,12592,76.57,3853,23.43
Maranhao,Santa Inês,30176,66.29,15347,33.71
Maranhao,Santa Luzia,25124,77.5,7292,22.5
Maranhao,Santa Luzia Do Paruá,9138,72.39,3485,27.61
Maranhao,Santa Quitéria Do Maranhão,12742,82.78,2650,17.22
Maranhao,Santa Rita,14844,80.77,3534,19.23
Maranhao,Santana Do Maranhão,4509,81,1058,19
Maranhao,Santo Amaro Do Maranhão,6743,85.48,1145,14.52
Maranhao,Santo Antônio Dos Lopes,8315,73.39,3015,26.61
Maranhao,São Benedito Do Rio Preto,9571,85.47,1627,14.53
Maranhao,São Bento,15939,80.87,3770,19.13
Maranhao,São Bernardo,12719,79.74,3231,20.26
Maranhao,São Domingos Do Azeitão,3797,76.66,1156,23.34
Maranhao,São Domingos Do Maranhão,14920,69.81,6452,30.19
Maranhao,São Félix De Balsas,2272,78.48,623,21.52
Maranhao,São Francisco Do Brejão,3560,60.19,2355,39.81
Maranhao,São Francisco Do Maranhão,6228,88.54,806,11.46
Maranhao,São João Batista,11475,87.41,1653,12.59
Maranhao,São João Do Carú,5304,75.59,1713,24.41
Maranhao,São João Do Paraíso,4104,62.91,2420,37.09
Maranhao,São João Do Soter,9003,87.94,1235,12.06
Maranhao,São João Dos Patos,11583,78.61,3152,21.39
Maranhao,São José De Ribamar,57935,64.06,32509,35.94
Maranhao,São José Dos Basílios,4099,85.45,698,14.55
Maranhao,São Luís,363131,60.38,238285,39.62
Maranhao,São Luís Gonzaga Do Maranhão,11064,85.93,1812,14.07
Maranhao,São Mateus Do Maranhão,15870,76.33,4920,23.67
Maranhao,São Pedro Da Água Branca,4316,63.93,2435,36.07
Maranhao,São Pedro Dos Crentes,1317,37.67,2179,62.33
Maranhao,São Raimundo Das Mangabeiras,7837,69.67,3412,30.33
Maranhao,São Raimundo Do Doca Bezerra,3070,80.81,729,19.19
Maranhao,São Roberto,2893,83.32,579,16.68
Maranhao,São Vicente Ferrer,9151,84.28,1707,15.72
Maranhao,Satubinha,4035,77.57,1167,22.43
Maranhao,Senador Alexandre Costa,4671,79.04,1239,20.96
Maranhao,Senador La Rocque,6327,69.07,2833,30.93
Maranhao,Serrano Do Maranhão,5617,91.87,497,8.13
Maranhao,Sítio Novo,7481,67.48,3605,32.52
Maranhao,Sucupira Do Norte,5169,79.78,1310,20.22
Maranhao,Sucupira Do Riachão,2962,88.37,390,11.63
Maranhao,Tasso Fragoso,3492,65.5,1839,34.5
Maranhao,Timbiras,12351,83.74,2398,16.26
Maranhao,Timon,69460,74.04,24352,25.96
Maranhao,Trizidela Do Vale,8881,68.68,4050,31.32
Maranhao,Tufilândia,3486,82.41,744,17.59
Maranhao,Tuntum,14713,71.55,5850,28.45
Maranhao,Turiaçu,15138,80.64,3635,19.36
Maranhao,Turilândia,8291,79.47,2142,20.53
Maranhao,Tutóia,22214,77.08,6606,22.92
Maranhao,Urbano Santos,15519,83.75,3011,16.25
Maranhao,Vargem Grande,19022,82.45,4049,17.55
Maranhao,Viana,20445,72.91,7598,27.09
Maranhao,Vila Nova Dos Martírios,3794,63.22,2207,36.78
Maranhao,Vitória Do Mearim,12856,73.16,4716,26.84
Maranhao,Vitorino Freire,12839,73.12,4720,26.88
Maranhao,Zé Doca,17461,73.45,6313,26.55
Mato Grosso,Acorizal,2838,54.65,2355,45.35
Mato Grosso,Água Boa,3117,21.58,11324,78.42
Mato Grosso,Alta Floresta,9059,28.95,22236,71.05
Mato Grosso,Alto Araguaia,3245,37.05,5513,62.95
Mato Grosso,Alto Boa Vista,717,24.79,2175,75.21
Mato Grosso,Alto Garças,2357,38.27,3802,61.73
Mato Grosso,Alto Paraguai,2647,59.3,1817,40.7
Mato Grosso,Alto Taquari,1777,33.35,3551,66.65
Mato Grosso,Apiacás,1500,35.71,2700,64.29
Mato Grosso,Araguaiana,1093,47.83,1192,52.17
Mato Grosso,Araguainha,416,53.27,365,46.73
Mato Grosso,Araputanga,2485,28.45,6249,71.55
Mato Grosso,Arenápolis,2413,41.05,3465,58.95
Mato Grosso,Aripuanã,2370,25.02,7103,74.98
Mato Grosso,Barão De Melgaço,2917,63.17,1701,36.83
Mato Grosso,Barra Do Bugres,8645,49.31,8888,50.69
Mato Grosso,Barra Do Garças,13371,39.14,20791,60.86
Mato Grosso,Bom Jesus Do Araguaia,1272,37.74,2098,62.26
Mato Grosso,Brasnorte,2286,27.47,6035,72.53
Mato Grosso,Cáceres,22686,48.37,24217,51.63
Mato Grosso,Campinápolis,4174,56.55,3207,43.45
Mato Grosso,Campo Novo Do Parecis,6260,30.98,13944,69.02
Mato Grosso,Campo Verde,7351,30.92,16427,69.08
Mato Grosso,Campos De Júlio,1059,27.21,2833,72.79
Mato Grosso,Canabrava Do Norte,818,31.68,1764,68.32
Mato Grosso,Canarana,2662,22.22,9318,77.78
Mato Grosso,Carlinda,2412,41.81,3357,58.19
Mato Grosso,Castanheira,1359,32.58,2812,67.42
Mato Grosso,Chapada Dos Guimarães,6179,49.78,6233,50.22
Mato Grosso,Cláudia,1557,24.68,4753,75.32
Mato Grosso,Cocalinho,1341,42.48,1816,57.52
Mato Grosso,Colíder,3529,19.48,14589,80.52
Mato Grosso,Colniza,3046,24.43,9420,75.57
Mato Grosso,Comodoro,3120,31.42,6810,68.58
Mato Grosso,Confresa,4808,30.17,11129,69.83
Mato Grosso,Conquista D'Oeste,581,27.04,1568,72.96
Mato Grosso,Cotriguaçu,1831,29.72,4330,70.28
Mato Grosso,Cuiabá,133852,38.5,213787,61.5
Mato Grosso,Curvelândia,1219,37.03,2073,62.97
Mato Grosso,Denise,1986,45.09,2419,54.91
Mato Grosso,Diamantino,4595,37.06,7804,62.94
Mato Grosso,Dom Aquino,2010,42.49,2721,57.51
Mato Grosso,Feliz Natal,1485,32.16,3133,67.84
Mato Grosso,Figueirópolis D'Oeste,539,24.68,1645,75.32
Mato Grosso,Gaúcha Do Norte,1268,31.5,2757,68.5
Mato Grosso,General Carneiro,1501,49.59,1526,50.41
Mato Grosso,Glória D'Oeste,654,32.57,1354,67.43
Mato Grosso,Guarantã Do Norte,3152,18.86,13560,81.14
Mato Grosso,Guiratinga,2860,45.79,3386,54.21
Mato Grosso,Indiavaí,620,42.79,829,57.21
Mato Grosso,Ipiranga Do Norte,968,25.72,2796,74.28
Mato Grosso,Itanhangá,755,19.16,3185,80.84
Mato Grosso,Itaúba,928,31.09,2057,68.91
Mato Grosso,Itiquira,2518,38.91,3954,61.09
Mato Grosso,Jaciara,4965,32.08,10513,67.92
Mato Grosso,Jangada,2991,58.58,2115,41.42
Mato Grosso,Jauru,1441,28.78,3566,71.22
Mato Grosso,Juara,4310,23.92,13708,76.08
Mato Grosso,Juína,7158,29.64,16995,70.36
Mato Grosso,Juruena,1269,28.08,3250,71.92
Mato Grosso,Juscimeira,2848,41.85,3958,58.15
Mato Grosso,Lambari D'Oeste,1455,48.04,1574,51.96
Mato Grosso,Lucas Do Rio Verde,9377,25.14,27919,74.86
Mato Grosso,Luciara,730,45.31,881,54.69
Mato Grosso,Marcelândia,1452,22.75,4931,77.25
Mato Grosso,Matupá,2538,25.83,7288,74.17
Mato Grosso,Mirassol D'Oeste,4545,31.08,10080,68.92
Mato Grosso,Nobres,2806,31.32,6154,68.68
Mato Grosso,Nortelândia,1799,50.35,1774,49.65
Mato Grosso,Nossa Senhora Do Livramento,6260,67.02,3081,32.98
Mato Grosso,Nova Bandeirantes,1301,19.79,5272,80.21
Mato Grosso,Nova Brasilândia,1379,51.23,1313,48.77
Mato Grosso,Nova Canaã Do Norte,1911,26.57,5281,73.43
Mato Grosso,Nova Guarita,1040,35.47,1892,64.53
Mato Grosso,Nova Lacerda,1137,37.36,1906,62.64
Mato Grosso,Nova Marilândia,773,39.38,1190,60.62
Mato Grosso,Nova Maringá,868,28.77,2149,71.23
Mato Grosso,Nova Monte Verde,1253,27.97,3227,72.03
Mato Grosso,Nova Mutum,6327,25.34,18643,74.66
Mato Grosso,Nova Nazaré,851,46.12,994,53.88
Mato Grosso,Nova Olímpia,4795,51.83,4456,48.17
Mato Grosso,Nova Santa Helena,608,27.69,1588,72.31
Mato Grosso,Nova Ubiratã,1688,30.34,3875,69.66
Mato Grosso,Nova Xavantina,3581,30.89,8011,69.11
Mato Grosso,Novo Horizonte Do Norte,767,32.36,1603,67.64
Mato Grosso,Novo Mundo,1111,28.98,2723,71.02
Mato Grosso,Novo Santo Antônio,481,39.3,743,60.7
Mato Grosso,Novo São Joaquim,1241,31.83,2658,68.17
Mato Grosso,Paranaíta,2106,30.05,4903,69.95
Mato Grosso,Paranatinga,3344,30,7801,70
Mato Grosso,Pedra Preta,4653,43.83,5963,56.17
Mato Grosso,Peixoto De Azevedo,7102,42.44,9632,57.56
Mato Grosso,Planalto Da Serra,993,50.43,976,49.57
Mato Grosso,Poconé,11394,63.64,6510,36.36
Mato Grosso,Pontal Do Araguaia,1554,41.54,2187,58.46
Mato Grosso,Ponte Branca,826,59.68,558,40.32
Mato Grosso,Pontes E Lacerda,5698,24.5,17559,75.5
Mato Grosso,Porto Alegre Do Norte,2176,38.9,3418,61.1
Mato Grosso,Porto Dos Gaúchos,774,25.49,2263,74.51
Mato Grosso,Porto Esperidião,2389,44.54,2975,55.46
Mato Grosso,Porto Estrela,1475,64.35,817,35.65
Mato Grosso,Poxoréu,4704,48.15,5066,51.85
Mato Grosso,Primavera Do Leste,9483,24.35,29462,75.65
Mato Grosso,Querência,2623,24.82,7944,75.18
Mato Grosso,Reserva Do Cabaçal,567,42.57,765,57.43
Mato Grosso,Ribeirão Cascalheira,1667,33.08,3373,66.92
Mato Grosso,Ribeirãozinho,775,47.78,847,52.22
Mato Grosso,Rio Branco,1248,42.77,1670,57.23
Mato Grosso,Rondolândia,819,44.32,1029,55.68
Mato Grosso,Rondonópolis,44812,35.13,82752,64.87
Mato Grosso,Rosário Oeste,4791,51.75,4467,48.25
Mato Grosso,Salto Do Céu,768,34.22,1476,65.78
Mato Grosso,Santa Carmem,658,22.62,2251,77.38
Mato Grosso,Santa Cruz Do Xingu,404,31.2,891,68.8
Mato Grosso,Santa Rita Do Trivelato,511,31.64,1104,68.36
Mato Grosso,Santa Terezinha,1842,55.45,1480,44.55
Mato Grosso,Santo Afonso,689,41.04,990,58.96
Mato Grosso,Santo Antônio Do Leste,654,36.7,1128,63.3
Mato Grosso,Santo Antônio Do Leverger,6651,53.29,5830,46.71
Mato Grosso,São Félix Do Araguaia,1981,39.01,3097,60.99
Mato Grosso,São José Do Povo,916,44.73,1132,55.27
Mato Grosso,São José Do Rio Claro,1974,23.21,6530,76.79
Mato Grosso,São José Do Xingu,1210,42.26,1653,57.74
Mato Grosso,São José Dos Quatro Marcos,3199,31.22,7048,68.78
Mato Grosso,São Pedro Da Cipa,1248,46.67,1426,53.33
Mato Grosso,Sapezal,4062,30.28,9354,69.72
Mato Grosso,Serra Nova Dourada,360,32.52,747,67.48
Mato Grosso,Sinop,19540,23.05,65216,76.95
Mato Grosso,Sorriso,13584,25.66,39360,74.34
Mato Grosso,Tabaporã,1167,23.12,3881,76.88
Mato Grosso,Tangará Da Serra,14147,26.64,38964,73.36
Mato Grosso,Tapurah,1539,22.88,5188,77.12
Mato Grosso,Terra Nova Do Norte,2158,33.95,4199,66.05
Mato Grosso,Tesouro,1002,51.84,931,48.16
Mato Grosso,Torixoréu,1231,47.09,1383,52.91
Mato Grosso,União Do Sul,695,30.73,1567,69.27
Mato Grosso,Vale De São Domingos,472,24.71,1438,75.29
Mato Grosso,Várzea Grande,59268,41.25,84427,58.75
Mato Grosso,Vera,1495,27.99,3847,72.01
Mato Grosso,Vila Bela Da Santíssima Trindade,3140,43.03,4157,56.97
Mato Grosso,Vila Rica,2984,30.15,6914,69.85
Mato Grosso do Sul,Água Clara,3267,41.45,4615,58.55
Mato Grosso do Sul,Alcinópolis,1320,50.89,1274,49.11
Mato Grosso do Sul,Amambai,8200,42.69,11008,57.31
Mato Grosso do Sul,Anastácio,5902,45.94,6944,54.06
Mato Grosso do Sul,Anaurilândia,2305,52.33,2100,47.67
Mato Grosso do Sul,Angélica,3050,48.72,3210,51.28
Mato Grosso do Sul,Antônio João,2591,46.58,2971,53.42
Mato Grosso do Sul,Aparecida Do Taboado,5261,39.32,8120,60.68
Mato Grosso do Sul,Aquidauana,12066,48.52,12803,51.48
Mato Grosso do Sul,Aral Moreira,2627,44.84,3232,55.16
Mato Grosso do Sul,Bandeirantes,2051,45.92,2415,54.08
Mato Grosso do Sul,Bataguassu,5799,43.43,7554,56.57
Mato Grosso do Sul,Batayporã,2763,46.74,3149,53.26
Mato Grosso do Sul,Bela Vista,4906,42.84,6545,57.16
Mato Grosso do Sul,Bodoquena,2281,47.98,2473,52.02
Mato Grosso do Sul,Bonito,5191,39.79,7855,60.21
Mato Grosso do Sul,Brasilândia,2488,40.17,3705,59.83
Mato Grosso do Sul,Caarapó,6076,38.58,9675,61.42
Mato Grosso do Sul,Camapuã,3463,42.44,4697,57.56
Mato Grosso do Sul,Campo Grande,187109,37.35,313906,62.65
Mato Grosso do Sul,Caracol,1483,45.09,1806,54.91
Mato Grosso do Sul,Cassilândia,3834,34.99,7122,65.01
Mato Grosso do Sul,Chapadão Do Sul,4372,28.45,10994,71.55
Mato Grosso do Sul,Corguinho,1342,47.4,1489,52.6
Mato Grosso do Sul,Coronel Sapucaia,4090,47.45,4530,52.55
Mato Grosso do Sul,Corumbá,24552,49.47,25082,50.53
Mato Grosso do Sul,Costa Rica,5936,38.44,9506,61.56
Mato Grosso do Sul,Coxim,8215,44.73,10152,55.27
Mato Grosso do Sul,Deodápolis,3454,45.18,4191,54.82
Mato Grosso do Sul,Dois Irmãos Do Buriti,3779,63.14,2206,36.86
Mato Grosso do Sul,Douradina,1552,39.65,2362,60.35
Mato Grosso do Sul,Dourados,47910,37.16,81016,62.84
Mato Grosso do Sul,Eldorado,2340,38.1,3801,61.9
Mato Grosso do Sul,Fátima Do Sul,5696,45.54,6813,54.46
Mato Grosso do Sul,Figueirão,871,47.13,977,52.87
Mato Grosso do Sul,Glória De Dourados,2673,46.37,3091,53.63
Mato Grosso do Sul,Guia Lopes Da Laguna,2343,43.79,3008,56.21
Mato Grosso do Sul,Iguatemi,2916,39.11,4540,60.89
Mato Grosso do Sul,Inocência,1809,41.7,2529,58.3
Mato Grosso do Sul,Itaporã,3964,36.24,6974,63.76
Mato Grosso do Sul,Itaquiraí,5198,53.62,4497,46.38
Mato Grosso do Sul,Ivinhema,5950,38.63,9454,61.37
Mato Grosso do Sul,Japorã,3092,71.52,1231,28.48
Mato Grosso do Sul,Jaraguari,1835,48.69,1934,51.31
Mato Grosso do Sul,Jardim,4772,37.19,8058,62.81
Mato Grosso do Sul,Jateí,1551,48.23,1665,51.77
Mato Grosso do Sul,Juti,2016,50.97,1939,49.03
Mato Grosso do Sul,Ladário,4768,49.05,4953,50.95
Mato Grosso do Sul,Laguna Carapã,1575,37.15,2664,62.85
Mato Grosso do Sul,Maracaju,6926,32.01,14714,67.99
Mato Grosso do Sul,Miranda,7819,58.22,5610,41.78
Mato Grosso do Sul,Mundo Novo,3826,37.25,6445,62.75
Mato Grosso do Sul,Naviraí,9093,33.94,17697,66.06
Mato Grosso do Sul,Nioaque,3578,46.77,4073,53.23
Mato Grosso do Sul,Nova Alvorada Do Sul,4784,44.72,5913,55.28
Mato Grosso do Sul,Nova Andradina,10360,41.43,14648,58.57
Mato Grosso do Sul,Novo Horizonte Do Sul,1429,50.23,1416,49.77
Mato Grosso do Sul,Paraíso Das Águas,795,27.81,2064,72.19
Mato Grosso do Sul,Paranaíba,9667,42.99,12820,57.01
Mato Grosso do Sul,Paranhos,3295,57.98,2388,42.02
Mato Grosso do Sul,Pedro Gomes,1966,46.55,2257,53.45
Mato Grosso do Sul,Ponta Porã,18781,37.32,31547,62.68
Mato Grosso do Sul,Porto Murtinho,2451,47.21,2741,52.79
Mato Grosso do Sul,Ribas Do Rio Pardo,4330,44.4,5422,55.6
Mato Grosso do Sul,Rio Brilhante,7765,41.44,10973,58.56
Mato Grosso do Sul,Rio Negro,1340,46.33,1552,53.67
Mato Grosso do Sul,Rio Verde De Mato Grosso,4320,42.09,5943,57.91
Mato Grosso do Sul,Rochedo,1386,43.68,1787,56.32
Mato Grosso do Sul,Santa Rita Do Pardo,1619,46.35,1874,53.65
Mato Grosso do Sul,São Gabriel Do Oeste,4971,30.98,11074,69.02
Mato Grosso do Sul,Selvíria,2718,57.62,1999,42.38
Mato Grosso do Sul,Sete Quedas,1906,36.13,3369,63.87
Mato Grosso do Sul,Sidrolândia,10740,44.31,13497,55.69
Mato Grosso do Sul,Sonora,3507,42.85,4677,57.15
Mato Grosso do Sul,Tacuru,2923,64.06,1640,35.94
Mato Grosso do Sul,Taquarussu,1461,53.83,1253,46.17
Mato Grosso do Sul,Terenos,4656,47.82,5081,52.18
Mato Grosso do Sul,Três Lagoas,25948,40.95,37415,59.05
Mato Grosso do Sul,Vicentina,2583,57.85,1882,42.15
Minas Gerais,Abadia Dos Dourados,2351,52.12,2160,47.88
Minas Gerais,Abaeté,6302,45.02,7696,54.98
Minas Gerais,Abre Campo,5292,59.08,3665,40.92
Minas Gerais,Acaiaca,1783,69.38,787,30.62
Minas Gerais,Açucena,3346,61.79,2069,38.21
Minas Gerais,Água Boa,4793,63.16,2796,36.84
Minas Gerais,Água Comprida,755,42.92,1004,57.08
Minas Gerais,Aguanil,1607,52.76,1439,47.24
Minas Gerais,Águas Formosas,6451,58.47,4582,41.53
Minas Gerais,Águas Vermelhas,4657,70.11,1985,29.89
Minas Gerais,Aimorés,6314,45.2,7655,54.8
Minas Gerais,Aiuruoca,2094,53.82,1797,46.18
Minas Gerais,Alagoa,670,34.73,1259,65.27
Minas Gerais,Albertina,715,30.74,1611,69.26
Minas Gerais,Além Paraíba,11582,55.68,9220,44.32
Minas Gerais,Alfenas,19004,41.11,27225,58.89
Minas Gerais,Alfredo Vasconcelos,2824,59.77,1901,40.23
Minas Gerais,Almenara,15440,72.1,5975,27.9
Minas Gerais,Alpercata,2484,55.18,2018,44.82
Minas Gerais,Alpinópolis,5563,45.11,6768,54.89
Minas Gerais,Alterosa,4226,44.07,5364,55.93
Minas Gerais,Alto Caparaó,1062,29.33,2559,70.67
Minas Gerais,Alto Jequitibá,1982,35.63,3581,64.37
Minas Gerais,Alto Rio Doce,5303,73.12,1949,26.88
Minas Gerais,Alvarenga,1862,55.12,1516,44.88
Minas Gerais,Alvinópolis,6851,69.26,3041,30.74
Minas Gerais,Alvorada De Minas,2284,75.93,724,24.07
Minas Gerais,Amparo Do Serra,2658,75.45,865,24.55
Minas Gerais,Andradas,7746,33.63,15286,66.37
Minas Gerais,Andrelândia,3978,55.74,3159,44.26
Minas Gerais,Angelândia,2513,55.17,2042,44.83
Minas Gerais,Antônio Carlos,4916,65.56,2582,34.44
Minas Gerais,Antônio Dias,3648,56.04,2862,43.96
Minas Gerais,Antônio Prado De Minas,863,59.31,592,40.69
Minas Gerais,Araçaí,1099,58.33,785,41.67
Minas Gerais,Aracitaba,1149,63.2,669,36.8
Minas Gerais,Araçuaí,12340,66.06,6339,33.94
Minas Gerais,Araguari,26117,38.28,42103,61.72
Minas Gerais,Arantina,1477,69.28,655,30.72
Minas Gerais,Araponga,3842,74.47,1317,25.53
Minas Gerais,Araporã,2519,49.56,2564,50.44
Minas Gerais,Arapuá,876,35.24,1610,64.76
Minas Gerais,Araújos,2017,38.53,3218,61.47
Minas Gerais,Araxá,27117,44.4,33959,55.6
Minas Gerais,Arceburgo,2397,42.37,3260,57.63
Minas Gerais,Arcos,10765,43.02,14258,56.98
Minas Gerais,Areado,3655,40.71,5324,59.29
Minas Gerais,Argirita,1585,70.48,664,29.52
Minas Gerais,Aricanduva,2308,70.43,969,29.57
Minas Gerais,Arinos,5868,60.7,3799,39.3
Minas Gerais,Astolfo Dutra,4398,51.47,4147,48.53
Minas Gerais,Ataléia,5135,68.75,2334,31.25
Minas Gerais,Augusto De Lima,1717,59.02,1192,40.98
Minas Gerais,Baependi,4560,37.61,7566,62.39
Minas Gerais,Baldim,2808,51.73,2620,48.27
Minas Gerais,Bambuí,7554,53.29,6622,46.71
Minas Gerais,Bandeira,2578,81.82,573,18.18
Minas Gerais,Bandeira Do Sul,1746,42.86,2328,57.14
Minas Gerais,Barão De Cocais,10882,57.19,8147,42.81
Minas Gerais,Barão De Monte Alto,2720,64.98,1466,35.02
Minas Gerais,Barbacena,43750,56.63,33503,43.37
Minas Gerais,Barra Longa,3063,72.46,1164,27.54
Minas Gerais,Barroso,7938,59.58,5385,40.42
Minas Gerais,Bela Vista De Minas,4005,63.98,2255,36.02
Minas Gerais,Belmiro Braga,1613,66.99,795,33.01
Minas Gerais,Belo Horizonte,703755,45.75,834548,54.25
Minas Gerais,Belo Oriente,7521,52.21,6883,47.79
Minas Gerais,Belo Vale,3817,60.03,2542,39.97
Minas Gerais,Berilo,4308,76.78,1303,23.22
Minas Gerais,Berizal,2162,71.54,860,28.46
Minas Gerais,Bertópolis,2201,72.81,822,27.19
Minas Gerais,Betim,112360,47.57,123818,52.43
Minas Gerais,Bias Fortes,2033,73.45,735,26.55
Minas Gerais,Bicas,4693,54.3,3950,45.7
Minas Gerais,Biquinhas,1025,51.79,954,48.21
Minas Gerais,Boa Esperança,11029,46.1,12893,53.9
Minas Gerais,Bocaina De Minas,1931,56.78,1470,43.22
Minas Gerais,Bocaiúva,19692,70.65,8182,29.35
Minas Gerais,Bom Despacho,9809,33.35,19599,66.65
Minas Gerais,Bom Jardim De Minas,2723,59.99,1816,40.01
Minas Gerais,Bom Jesus Da Penha,1067,38.72,1689,61.28
Minas Gerais,Bom Jesus Do Amparo,2442,62.49,1466,37.51
Minas Gerais,Bom Jesus Do Galho,5194,55.35,4190,44.65
Minas Gerais,Bom Repouso,3604,49.14,3730,50.86
Minas Gerais,Bom Sucesso,6095,54.46,5096,45.54
Minas Gerais,Bonfim,3011,56.73,2297,43.27
Minas Gerais,Bonfinópolis De Minas,2095,58.93,1460,41.07
Minas Gerais,Bonito De Minas,4523,82.64,950,17.36
Minas Gerais,Borda Da Mata,4059,40.25,6026,59.75
Minas Gerais,Botelhos,5214,54.56,4343,45.44
Minas Gerais,Botumirim,2870,78.07,806,21.93
Minas Gerais,Brás Pires,2026,62.03,1240,37.97
Minas Gerais,Brasilândia De Minas,5203,58.84,3640,41.16
Minas Gerais,Brasília De Minas,13432,70.57,5601,29.43
Minas Gerais,Braúnas,1827,60.84,1176,39.16
Minas Gerais,Brazópolis,4161,44.78,5131,55.22
Minas Gerais,Brumadinho,12280,49.18,12689,50.82
Minas Gerais,Bueno Brandão,2216,33,4499,67
Minas Gerais,Buenópolis,3212,62.45,1931,37.55
Minas Gerais,Bugre,1534,48.67,1618,51.33
Minas Gerais,Buritis,6367,45.47,7637,54.53
Minas Gerais,Buritizeiro,7937,57.34,5906,42.66
Minas Gerais,Cabeceira Grande,1950,49.01,2029,50.99
Minas Gerais,Cabo Verde,3926,52.51,3550,47.49
Minas Gerais,Cachoeira Da Prata,1439,51.89,1334,48.11
Minas Gerais,Cachoeira De Minas,2909,37.94,4758,62.06
Minas Gerais,Cachoeira De Pajeú,3421,69.01,1536,30.99
Minas Gerais,Cachoeira Dourada,1227,67.27,597,32.73
Minas Gerais,Caetanópolis,2870,42.94,3813,57.06
Minas Gerais,Caeté,14026,54.26,11825,45.74
Minas Gerais,Caiana,1846,56.68,1411,43.32
Minas Gerais,Cajuri,2640,72.67,993,27.33
Minas Gerais,Caldas,3443,41.3,4893,58.7
Minas Gerais,Camacho,1451,57.85,1057,42.15
Minas Gerais,Camanducaia,5879,43.16,7741,56.84
Minas Gerais,Cambuí,6798,41.71,9500,58.29
Minas Gerais,Cambuquira,3652,48.52,3875,51.48
Minas Gerais,Campanário,1482,67.49,714,32.51
Minas Gerais,Campanha,3413,36.4,5963,63.6
Minas Gerais,Campestre,4914,37.91,8049,62.09
Minas Gerais,Campina Verde,5301,47.55,5848,52.45
Minas Gerais,Campo Azul,2137,79,568,21
Minas Gerais,Campo Belo,12335,41.57,17341,58.43
Minas Gerais,Campo Do Meio,4481,59.48,3052,40.52
Minas Gerais,Campo Florido,2626,53.68,2266,46.32
Minas Gerais,Campos Altos,2903,40.2,4319,59.8
Minas Gerais,Campos Gerais,6852,44.72,8469,55.28
Minas Gerais,Cana Verde,1985,51.85,1843,48.15
Minas Gerais,Canaã,2593,73.81,920,26.19
Minas Gerais,Canápolis,4042,60.94,2591,39.06
Minas Gerais,Candeias,4301,47.16,4819,52.84
Minas Gerais,Cantagalo,1859,72.79,695,27.21
Minas Gerais,Caparaó,1395,40.8,2024,59.2
Minas Gerais,Capela Nova,2307,65.61,1209,34.39
Minas Gerais,Capelinha,12197,57.22,9118,42.78
Minas Gerais,Capetinga,1929,47.29,2150,52.71
Minas Gerais,Capim Branco,2736,42.87,3646,57.13
Minas Gerais,Capinópolis,5052,56.4,3905,43.6
Minas Gerais,Capitão Andrade,1351,49.27,1391,50.73
Minas Gerais,Capitão Enéas,6533,71.48,2607,28.52
Minas Gerais,Capitólio,2319,38.68,3676,61.32
Minas Gerais,Caputira,3822,59.77,2573,40.23
Minas Gerais,Caraí,7228,77.62,2084,22.38
