Federative_Unit,NM_MUN,Lula_votes,Lula_per,Jair_votes,Jair_per
Paraíba,Livramento,3297,77.5,957,22.5
Paraíba,Logradouro,2111,68.14,987,31.86
Paraíba,Lucena,6063,66.12,3106,33.88
Paraíba,Mãe D'Água,2430,82.82,504,17.18
Paraíba,Malta,3316,86.2,531,13.8
Paraíba,Mamanguape,16992,67.95,8016,32.05
Paraíba,Manaíra,5611,87.8,780,12.2
Paraíba,Marcação,4669,84.61,849,15.39
Paraíba,Mari,9799,72.22,3769,27.78
Paraíba,Marizópolis,3530,73.27,1288,26.73
Paraíba,Massaranduba,6480,72.53,2454,27.47
Paraíba,Mataraca,4273,71.36,1715,28.64
Paraíba,Matinhas,2674,79.84,675,20.16
Paraíba,Mato Grosso,1946,90.51,204,9.49
Paraíba,Maturéia,3420,85.16,596,14.84
Paraíba,Mogeiro,5701,69.93,2452,30.07
Paraíba,Montadas,2808,72.5,1065,27.5
Paraíba,Monte Horebe,2476,86.39,390,13.61
Paraíba,Monteiro,15749,79.04,4177,20.96
Paraíba,Mulungu,5309,76.75,1608,23.25
Paraíba,Natuba,3651,75.32,1196,24.68
Paraíba,Nazarezinho,4661,86.39,734,13.61
Paraíba,Nova Floresta,4722,79.08,1249,20.92
Paraíba,Nova Olinda,3064,84.62,557,15.38
Paraíba,Nova Palmeira,2410,86.23,385,13.77
Paraíba,Olho D'Água,3989,79.62,1021,20.38
Paraíba,Olivedos,2275,74.4,783,25.6
Paraíba,Ouro Velho,1944,81.41,444,18.59
Paraíba,Parari,1369,80.67,328,19.33
Paraíba,Passagem,1524,77.76,436,22.24
Paraíba,Patos,34464,66.32,17506,33.68
Paraíba,Paulista,5642,74.03,1979,25.97
Paraíba,Pedra Branca,2090,76.31,649,23.69
Paraíba,Pedra Lavrada,3787,80.25,932,19.75
Paraíba,Pedras De Fogo,12482,68.2,5820,31.8
Paraíba,Pedro Régis,2784,74.2,968,25.8
Paraíba,Piancó,7001,74.64,2379,25.36
Paraíba,Picuí,8593,73.74,3060,26.26
Paraíba,Pilar,5645,71.98,2197,28.02
Paraíba,Pilões,3926,78.49,1076,21.51
Paraíba,Pilõezinhos,3288,81.77,733,18.23
Paraíba,Pirpirituba,4359,75.32,1428,24.68
Paraíba,Pitimbu,6366,68.61,2913,31.39
Paraíba,Pocinhos,7233,66.57,3632,33.43
Paraíba,Poço Dantas,2585,88.35,341,11.65
Paraíba,Poço De José De Moura,2557,84.67,463,15.33
Paraíba,Pombal,12585,66.51,6338,33.49
Paraíba,Prata,2297,73.88,812,26.12
Paraíba,Princesa Isabel,10186,84.44,1877,15.56
Paraíba,Puxinanã,6621,68.39,3060,31.61
Paraíba,Queimadas,19836,72.17,7648,27.83
Paraíba,Quixaba,1318,72.26,506,27.74
Paraíba,Remígio,8476,78.24,2358,21.76
Paraíba,Riachão,1947,79.93,489,20.07
Paraíba,Riachão Do Bacamarte,2607,76.38,806,23.62
Paraíba,Riachão Do Poço,2514,72.16,970,27.84
Paraíba,Riacho De Santo Antônio,1355,69.92,583,30.08
Paraíba,Riacho Dos Cavalos,5124,83.62,1004,16.38
Paraíba,Rio Tinto,10404,70.52,4349,29.48
Paraíba,Salgadinho,1826,80.09,454,19.91
Paraíba,Salgado De São Félix,5348,73.77,1902,26.23
Paraíba,Santa Cecília,4220,76.42,1302,23.58
Paraíba,Santa Cruz,3752,84.6,683,15.4
Paraíba,Santa Helena,3928,88.49,511,11.51
Paraíba,Santa Inês,2554,91.74,230,8.26
Paraíba,Santa Luzia,6677,71.83,2618,28.17
Paraíba,Santa Rita,44195,58.03,31965,41.97
Paraíba,Santa Teresinha,3293,75.44,1072,24.56
Paraíba,Santana De Mangueira,2895,89.32,346,10.68
Paraíba,Santana Dos Garrotes,3331,77.81,950,22.19
Paraíba,Santo André,1817,82.33,390,17.67
Paraíba,São Bentinho,2423,85.17,422,14.83
Paraíba,São Bento,11388,55.52,9122,44.48
Paraíba,São Domingos,1837,77.31,539,22.69
Paraíba,São Domingos Do Cariri,1645,74.5,563,25.5
Paraíba,São Francisco,2570,78.47,705,21.53
Paraíba,São João Do Cariri,2685,81.93,592,18.07
Paraíba,São João Do Rio Do Peixe,9107,83.23,1835,16.77
Paraíba,São João Do Tigre,2513,83.02,514,16.98
Paraíba,São José Da Lagoa Tapada,4180,82.28,900,17.72
Paraíba,São José De Caiana,3038,82.98,623,17.02
Paraíba,São José De Espinharas,2664,79.98,667,20.02
Paraíba,São José De Piranhas,9614,84.1,1817,15.9
Paraíba,São José De Princesa,2044,84.64,371,15.36
Paraíba,São José Do Bonfim,2382,75.19,786,24.81
Paraíba,São José Do Brejo Do Cruz,1236,70.59,515,29.41
Paraíba,São José Do Sabugi,2533,74.54,865,25.46
Paraíba,São José Dos Cordeiros,2165,82.98,444,17.02
Paraíba,São José Dos Ramos,3240,77.75,927,22.25
Paraíba,São Mamede,3859,73.23,1411,26.77
Paraíba,São Miguel De Taipu,2868,59.86,1923,40.14
Paraíba,São Sebastião De Lagoa De Roça,4683,71.17,1897,28.83
Paraíba,São Sebastião Do Umbuzeiro,2113,87.64,298,12.36
Paraíba,São Vicente Do Seridó,5274,79.7,1343,20.3
Paraíba,Sapé,18973,68.23,8833,31.77
Paraíba,Serra Branca,5801,72.91,2155,27.09
Paraíba,Serra Da Raiz,1646,73.81,584,26.19
Paraíba,Serra Grande,1935,85.77,321,14.23
Paraíba,Serra Redonda,3689,76.61,1126,23.39
Paraíba,Serraria,2342,75.94,742,24.06
Paraíba,Sertãozinho,2631,78.49,721,21.51
Paraíba,Sobrado,4068,72.06,1577,27.94
Paraíba,Solânea,11616,72.86,4326,27.14
Paraíba,Soledade,6232,72.07,2415,27.93
Paraíba,Sossêgo,2227,85.46,379,14.54
Paraíba,Sousa,26755,71.7,10562,28.3
Paraíba,Sumé,8400,80.47,2039,19.53
Paraíba,Tacima,4352,76.81,1314,23.19
Paraíba,Taperoá,6303,80.16,1560,19.84
Paraíba,Tavares,7216,88.59,929,11.41
Paraíba,Teixeira,7304,81.87,1617,18.13
Paraíba,Tenório,1828,82.27,394,17.73
Paraíba,Triunfo,4900,88.07,664,11.93
Paraíba,Uiraúna,7524,80.51,1821,19.49
Paraíba,Umbuzeiro,4100,78.88,1098,21.12
Paraíba,Várzea,1765,83.85,340,16.15
Paraíba,Vieirópolis,3091,82.34,663,17.66
Paraíba,Vista Serrana,1756,76.95,526,23.05
Paraíba,Zabelê,1529,86.38,241,13.62
Paraná,Abatiá,1941,42.7,2605,57.3
Paraná,Adrianópolis,2468,61.62,1537,38.38
Paraná,Agudos Do Sul,2343,36.64,4051,63.36
Paraná,Almirante Tamandaré,24504,42.22,33534,57.78
Paraná,Altamira Do Paraná,1407,55.09,1147,44.91
Paraná,Alto Paraíso,908,41.25,1293,58.75
Paraná,Alto Paraná,3731,44.88,4583,55.12
Paraná,Alto Piquiri,2931,51.48,2762,48.52
Paraná,Altônia,3685,32.2,7760,67.8
Paraná,Alvorada Do Sul,2203,39.41,3387,60.59
Paraná,Amaporã,1621,51.06,1554,48.94
Paraná,Ampére,6784,56.09,5311,43.91
Paraná,Anahy,1112,50.59,1086,49.41
Paraná,Andirá,5141,41.01,7396,58.99
Paraná,Ângulo,729,33.66,1437,66.34
Paraná,Antonina,4022,34.62,7596,65.38
Paraná,Antonio Olinto,2525,47.7,2769,52.3
Paraná,Apucarana,21614,29.4,51894,70.6
Paraná,Arapongas,15853,23.93,50404,76.07
Paraná,Arapoti,4840,32.58,10014,67.42
Paraná,Arapuã,1344,52.38,1222,47.62
Paraná,Araruna,3543,40.28,5252,59.72
Paraná,Araucária,37349,45.01,45633,54.99
Paraná,Ariranha Do Ivaí,1068,57.57,787,42.43
Paraná,Assaí,2830,29.57,6742,70.43
Paraná,Assis Chateaubriand,7474,34.36,14276,65.64
Paraná,Astorga,4419,27.35,11738,72.65
Paraná,Atalaia,1167,40.09,1744,59.91
Paraná,Balsa Nova,3488,37.42,5834,62.58
Paraná,Bandeirantes,5575,28.87,13737,71.13
Paraná,Barbosa Ferraz,2981,45.3,3599,54.7
Paraná,Barra Do Jacaré,1006,48.11,1085,51.89
Paraná,Barracão,2709,45.01,3310,54.99
Paraná,Bela Vista Da Caroba,1443,58.87,1008,41.13
Paraná,Bela Vista Do Paraíso,3660,37.51,6097,62.49
Paraná,Bituruna,5366,55.48,4306,44.52
Paraná,Boa Esperança,878,28.19,2237,71.81
Paraná,Boa Esperança Do Iguaçu,1201,62.49,721,37.51
Paraná,Boa Ventura De São Roque,2471,60.79,1594,39.21
Paraná,Boa Vista Da Aparecida,2603,48.92,2718,51.08
Paraná,Bocaiúva Do Sul,3143,42.3,4288,57.7
Paraná,Bom Jesus Do Sul,1553,53.29,1361,46.71
Paraná,Bom Sucesso,2249,54.13,1906,45.87
Paraná,Bom Sucesso Do Sul,901,36.64,1558,63.36
Paraná,Borrazópolis,2086,40.62,3050,59.38
Paraná,Braganey,1626,45.43,1953,54.57
Paraná,Brasilândia Do Sul,1346,54.27,1134,45.73
Paraná,Cafeara,1022,56.18,797,43.82
Paraná,Cafelândia,3488,32.74,7165,67.26
Paraná,Cafezal Do Sul,1222,38.09,1986,61.91
Paraná,Califórnia,1860,33.32,3722,66.68
Paraná,Cambará,5282,38.22,8539,61.78
Paraná,Cambé,18016,30.78,40519,69.22
Paraná,Cambira,1799,35.64,3248,64.36
Paraná,Campina Da Lagoa,3902,41.83,5426,58.17
Paraná,Campina Do Simão,1759,63.62,1006,36.38
Paraná,Campina Grande Do Sul,9930,37.48,16566,62.52
Paraná,Campo Bonito,1524,52.62,1372,47.38
Paraná,Campo Do Tenente,1847,37.3,3105,62.7
Paraná,Campo Largo,25316,34.89,47247,65.11
Paraná,Campo Magro,6711,41.78,9351,58.22
Paraná,Campo Mourão,21035,38.33,33849,61.67
Paraná,Cândido De Abreu,4058,45.73,4816,54.27
Paraná,Candói,5051,55.09,4118,44.91
Paraná,Cantagalo,3949,57.35,2937,42.65
Paraná,Capanema,5891,47.69,6462,52.31
Paraná,Capitão Leônidas Marques,4235,45.48,5076,54.52
Paraná,Carambeí,3743,27.94,9655,72.06
Paraná,Carlópolis,3515,38.87,5529,61.13
Paraná,Cascavel,62049,33.1,125392,66.9
Paraná,Castro,15415,35.58,27913,64.42
Paraná,Catanduvas,2332,42.82,3114,57.18
Paraná,Centenário Do Sul,3848,57.48,2846,42.52
Paraná,Cerro Azul,5789,56.41,4473,43.59
Paraná,Céu Azul,1770,24.66,5408,75.34
Paraná,Chopinzinho,5645,42.23,7723,57.77
Paraná,Cianorte,12498,27.55,32866,72.45
Paraná,Cidade Gaúcha,3072,44.35,3855,55.65
Paraná,Clevelândia,4947,49.05,5138,50.95
Paraná,Colombo,47913,38.84,75459,61.16
Paraná,Colorado,6725,46.21,7829,53.79
Paraná,Congonhinhas,2958,58.92,2062,41.08
Paraná,Conselheiro Mairinck,1130,48.58,1196,51.42
Paraná,Contenda,4437,42.32,6047,57.68
Paraná,Corbélia,3783,33.39,7546,66.61
Paraná,Cornélio Procópio,10023,35.87,17918,64.13
Paraná,Coronel Domingos Soares,2377,60.87,1528,39.13
Paraná,Coronel Vivida,6728,47.52,7429,52.48
Paraná,Corumbataí Do Sul,1429,52.25,1306,47.75
Paraná,Cruz Machado,4493,41.54,6324,58.46
Paraná,Cruzeiro Do Iguaçu,1543,53.84,1323,46.16
Paraná,Cruzeiro Do Oeste,4823,37.05,8195,62.95
Paraná,Cruzeiro Do Sul,1842,57.8,1345,42.2
Paraná,Cruzmaltina,867,40.99,1248,59.01
Paraná,Curitiba,391675,35.22,720322,64.78
Paraná,Curiúva,3660,45.65,4358,54.35
Paraná,Diamante Do Norte,1452,42.39,1973,57.61
Paraná,Diamante Do Sul,1181,50.06,1178,49.94
Paraná,Diamante D'Oeste,1750,59.22,1205,40.78
Paraná,Dois Vizinhos,12606,47.68,13835,52.32
Paraná,Douradina,1878,34.69,3536,65.31
Paraná,Doutor Camargo,1377,33.78,2699,66.22
Paraná,Doutor Ulysses,2221,57.1,1669,42.9
Paraná,Enéas Marques,2487,56.47,1917,43.53
Paraná,Engenheiro Beltrão,3197,38.89,5024,61.11
Paraná,Entre Rios Do Oeste,768,25.53,2240,74.47
Paraná,Esperança Nova,509,32.07,1078,67.93
Paraná,Espigão Alto Do Iguaçu,1294,39.93,1947,60.07
Paraná,Farol,1080,48.43,1150,51.57
Paraná,Faxinal,2788,29.34,6715,70.66
Paraná,Fazenda Rio Grande,25351,39.85,38273,60.15
Paraná,Fênix,1537,50.61,1500,49.39
Paraná,Fernandes Pinheiro,2072,47.23,2315,52.77
Paraná,Figueira,2834,57.8,2069,42.2
Paraná,Flor Da Serra Do Sul,1934,53.03,1713,46.97
Paraná,Floraí,1516,41.12,2171,58.88
Paraná,Floresta,2059,36.83,3531,63.17
Paraná,Florestópolis,3991,52.33,3636,47.67
Paraná,Flórida,934,48.54,990,51.46
Paraná,Formosa Do Oeste,1711,35.11,3162,64.89
Paraná,Foz Do Iguaçu,53259,33.82,104235,66.18
Paraná,Foz Do Jordão,2059,63.77,1170,36.23
Paraná,Francisco Alves,1712,36.79,2941,63.21
Paraná,Francisco Beltrão,25034,45.98,29417,54.02
Paraná,General Carneiro,3452,52.68,3101,47.32
Paraná,Godoy Moreira,1251,60.43,819,39.57
Paraná,Goioerê,6090,35.57,11033,64.43
Paraná,Goioxim,2635,64.11,1475,35.89
Paraná,Grandes Rios,1328,35.64,2398,64.36
Paraná,Guaíra,5627,31.05,12496,68.95
Paraná,Guairaçá,1673,41.27,2381,58.73
Paraná,Guamiranga,2149,39.43,3301,60.57
Paraná,Guapirama,1370,46.57,1572,53.43
Paraná,Guaporema,685,43.71,882,56.29
Paraná,Guaraci,1299,37.78,2139,62.22
Paraná,Guaraniaçu,3234,37.36,5423,62.64
Paraná,Guarapuava,48299,45.79,57176,54.21
Paraná,Guaraqueçaba,2271,45.1,2765,54.9
Paraná,Guaratuba,6846,31.7,14752,68.3
Paraná,Honório Serpa,2034,58.62,1436,41.38
Paraná,Ibaiti,6434,39.53,9844,60.47
Paraná,Ibema,1932,49.76,1951,50.24
Paraná,Ibiporã,9635,31.39,21060,68.61
Paraná,Icaraíma,1958,35.5,3557,64.5
Paraná,Iguaraçu,1175,38,1917,62
Paraná,Iguatu,863,52.69,775,47.31
Paraná,Imbaú,3439,51.41,3251,48.59
Paraná,Imbituva,6854,36.69,11825,63.31
Paraná,Inácio Martins,3493,54.35,2934,45.65
Paraná,Inajá,1110,60.06,738,39.94
Paraná,Indianópolis,1131,37.59,1878,62.41
Paraná,Ipiranga,3156,33.99,6130,66.01
Paraná,Iporã,3214,35.09,5945,64.91
Paraná,Iracema Do Oeste,916,49.04,952,50.96
Paraná,Irati,14365,39.09,22388,60.91
Paraná,Iretama,3231,54.14,2737,45.86
Paraná,Itaguajé,1444,53.24,1268,46.76
Paraná,Itaipulândia,2882,37.9,4723,62.1
Paraná,Itambaracá,1492,38.59,2374,61.41
Paraná,Itambé,1658,40.52,2434,59.48
Paraná,Itapejara D'Oeste,3816,51.23,3633,48.77
Paraná,Itaperuçu,10312,60.51,6729,39.49
Paraná,Itaúna Do Sul,1347,62.74,800,37.26
Paraná,Ivaí,3403,39.47,5218,60.53
Paraná,Ivaiporã,8303,42.99,11012,57.01
Paraná,Ivaté,2038,45.64,2427,54.36
Paraná,Ivatuba,763,37.6,1266,62.4
Paraná,Jaboti,1414,41.01,2034,58.99
Paraná,Jacarezinho,11239,48.09,12130,51.91
Paraná,Jaguapitã,3037,37.2,5127,62.8
Paraná,Jaguariaíva,7196,35.29,13193,64.71
Paraná,Jandaia Do Sul,4014,30.27,9247,69.73
Paraná,Janiópolis,1860,49.31,1912,50.69
Paraná,Japira,1450,49.3,1491,50.7
Paraná,Japurá,1760,30.26,4057,69.74
Paraná,Jardim Alegre,3385,46.26,3933,53.74
Paraná,Jardim Olinda,689,67.15,337,32.85
Paraná,Jataizinho,2821,37.78,4645,62.22
Paraná,Jesuítas,2237,37.79,3683,62.21
Paraná,Joaquim Távora,2789,38.59,4438,61.41
Paraná,Jundiaí Do Sul,1184,58.04,856,41.96
Paraná,Juranda,1879,37.87,3083,62.13
Paraná,Jussara,1766,40.31,2615,59.69
Paraná,Kaloré,1320,41.89,1831,58.11
Paraná,Lapa,11946,40.87,17280,59.13
Paraná,Laranjal,2326,66.21,1187,33.79
Paraná,Laranjeiras Do Sul,10365,54.36,8702,45.64
Paraná,Leópolis,1357,49.85,1365,50.15
Paraná,Lidianópolis,1040,38.82,1639,61.18
Paraná,Lindoeste,2219,56.36,1718,43.64
Paraná,Loanda,4268,34.73,8021,65.27
Paraná,Lobato,1496,48.37,1597,51.63
Paraná,Londrina,83923,27.14,225349,72.86
Paraná,Luiziana,2263,50.75,2196,49.25
Paraná,Lunardelli,1431,44.44,1789,55.56
Paraná,Lupionópolis,1699,54.4,1424,45.6
Paraná,Mallet,3140,36.63,5432,63.37
Paraná,Mamborê,2770,31.81,5938,68.19
Paraná,Mandaguaçu,5597,37.95,9151,62.05
Paraná,Mandaguari,7498,33.92,14604,66.08
Paraná,Mandirituba,6188,41.31,8792,58.69
Paraná,Manfrinópolis,1569,66.85,778,33.15
Paraná,Mangueirinha,5604,52.21,5130,47.79
Paraná,Manoel Ribas,3025,34.77,5675,65.23
Paraná,Marechal Cândido Rondon,7971,24.64,24373,75.36
Paraná,Maria Helena,1761,46.02,2066,53.98
Paraná,Marialva,7348,31.74,15799,68.26
Paraná,Marilândia Do Sul,1959,34.94,3648,65.06
Paraná,Marilena,2576,56.78,1961,43.22
Paraná,Mariluz,3088,49.73,3122,50.27
Paraná,Maringá,74885,32.29,157051,67.71
Paraná,Mariópolis,1758,40.53,2579,59.47
Paraná,Maripá,797,18.66,3474,81.34
Paraná,Marmeleiro,4673,50.03,4667,49.97
Paraná,Marquinho,1716,57.41,1273,42.59
Paraná,Marumbi,1525,48.82,1599,51.18
Paraná,Matelândia,2407,22.51,8285,77.49
Paraná,Matinhos,9358,41.31,13297,58.69
Paraná,Mato Rico,1605,62.5,963,37.5
Paraná,Mauá Da Serra,2292,40.46,3373,59.54
Paraná,Medianeira,9327,31.18,20583,68.82
Paraná,Mercedes,714,17.62,3338,82.38
Paraná,Mirador,1011,62.91,596,37.09
Paraná,Miraselva,668,45.23,809,54.77
Paraná,Missal,2478,32.54,5138,67.46
Paraná,Moreira Sales,3024,40.33,4475,59.67
Paraná,Morretes,4293,40.38,6339,59.62
Paraná,Munhoz De Melo,1176,43.08,1554,56.92
Paraná,Nossa Senhora Das Graças,1433,57.57,1056,42.43
Paraná,Nova Aliança Do Ivaí,569,48.26,610,51.74
Paraná,Nova América Da Colina,1154,45.63,1375,54.37
Paraná,Nova Aurora,2861,35.04,5304,64.96
Paraná,Nova Cantu,2639,57.17,1977,42.83
Paraná,Nova Esperança,5659,35.82,10139,64.18
Paraná,Nova Esperança Do Sudoeste,2279,58.23,1635,41.77
Paraná,Nova Fátima,2058,44.26,2592,55.74
Paraná,Nova Laranjeiras,3741,58.22,2685,41.78
Paraná,Nova Londrina,3272,43.73,4211,56.27
Paraná,Nova Olímpia,1422,36.54,2470,63.46
Paraná,Nova Prata Do Iguaçu,3806,54.24,3211,45.76
Paraná,Nova Santa Bárbara,1451,53.44,1264,46.56
Paraná,Nova Santa Rosa,843,14.28,5062,85.72
Paraná,Nova Tebas,2913,64.39,1611,35.61
Paraná,Novo Itacolomi,874,37.79,1439,62.21
Paraná,Ortigueira,8002,56.63,6128,43.37
Paraná,Ourizona,1207,53.27,1059,46.73
Paraná,Ouro Verde Do Oeste,1469,37.11,2490,62.89
Paraná,Paiçandu,9501,42.28,12968,57.72
Paraná,Palmas,12752,53.63,11024,46.37
Paraná,Palmeira,6852,31.47,14919,68.53
Paraná,Palmital,4560,54.49,3808,45.51
Paraná,Palotina,5145,25.73,14852,74.27
Paraná,Paraíso Do Norte,3609,45.85,4262,54.15
Paraná,Paranacity,3131,52.8,2799,47.2
Paraná,Paranaguá,28097,33.85,54905,66.15
Paraná,Paranapoema,1009,59.32,692,40.68
Paraná,Paranavaí,16163,32.25,33961,67.75
Paraná,Pato Bragado,825,22.42,2855,77.58
Paraná,Pato Branco,19717,38.68,31260,61.32
Paraná,Paula Freitas,1406,38.32,2263,61.68
Paraná,Paulo Frontin,1888,41.15,2700,58.85
Paraná,Peabiru,3427,42.79,4582,57.21
Paraná,Perobal,1461,34.2,2811,65.8
Paraná,Pérola,2767,38.32,4454,61.68
Paraná,Pérola D'Oeste,1821,41.48,2569,58.52
Paraná,Piên,2314,27.01,6253,72.99
Paraná,Pinhais,27925,37.43,46689,62.57
Paraná,Pinhal De São Bento,1378,71.77,542,28.23
Paraná,Pinhalão,1898,43.35,2480,56.65
Paraná,Pinhão,10741,60.45,7026,39.55
Paraná,Piraí Do Sul,5549,37.71,9166,62.29
Paraná,Piraquara,22971,42.98,30480,57.02
Paraná,Pitanga,10432,51.11,9980,48.89
Paraná,Pitangueiras,750,36.37,1312,63.63
Paraná,Planaltina Do Paraná,1394,52.74,1249,47.26
Paraná,Planalto,4316,51.24,4107,48.76
Paraná,Ponta Grossa,69975,34.91,130481,65.09
Paraná,Pontal Do Paraná,6466,41.41,9148,58.59
Paraná,Porecatu,3650,48.37,3896,51.63
Paraná,Porto Amazonas,1081,36.66,1868,63.34
Paraná,Porto Barreiro,1306,52.37,1188,47.63
Paraná,Porto Rico,796,37.58,1322,62.42
Paraná,Porto Vitória,1032,41.15,1476,58.85
Paraná,Prado Ferreira,1224,48.04,1324,51.96
Paraná,Pranchita,1552,40.14,2314,59.86
Paraná,Presidente Castelo Branco,1654,53.49,1438,46.51
Paraná,Primeiro De Maio,2380,34.1,4600,65.9
Paraná,Prudentópolis,8309,26.62,22904,73.38
Paraná,Quarto Centenário,1280,44.41,1602,55.59
Paraná,Quatiguá,1842,34.53,3492,65.47
Paraná,Quatro Barras,4223,31.29,9272,68.71
Paraná,Quatro Pontes,484,14.78,2790,85.22
Paraná,Quedas Do Iguaçu,7106,39.33,10962,60.67
Paraná,Querência Do Norte,3428,53.18,3018,46.82
Paraná,Quinta Do Sol,1683,50.09,1677,49.91
Paraná,Quitandinha,3600,32.01,7648,67.99
Paraná,Ramilândia,1433,53.21,1260,46.79
Paraná,Rancho Alegre,997,39.24,1544,60.76
Paraná,Rancho Alegre D'Oeste,838,44.24,1056,55.76
Paraná,Realeza,4852,42.24,6634,57.76
Paraná,Rebouças,4479,46.04,5249,53.96
Paraná,Renascença,2178,50.42,2142,49.58
Paraná,Reserva,6898,44.58,8576,55.42
Paraná,Reserva Do Iguaçu,2515,61.98,1543,38.02
Paraná,Ribeirão Claro,3287,44.39,4118,55.61
Paraná,Ribeirão Do Pinhal,4397,56.86,3336,43.14
Paraná,Rio Azul,3110,33.75,6104,66.25
Paraná,Rio Bom,995,42.59,1341,57.41
Paraná,Rio Bonito Do Iguaçu,5869,68.5,2699,31.5
Paraná,Rio Branco Do Ivaí,1191,47.02,1342,52.98
Paraná,Rio Branco Do Sul,11075,51.31,10509,48.69
Paraná,Rio Negro,5069,26.51,14050,73.49
Paraná,Rolândia,10797,28.15,27558,71.85
Paraná,Roncador,3672,53.66,3171,46.34
Paraná,Rondon,2189,37.81,3601,62.19
Paraná,Rosário Do Ivaí,1471,42.53,1988,57.47
Paraná,Sabáudia,1356,26.92,3681,73.08
Paraná,Salgado Filho,1452,49.25,1496,50.75
Paraná,Salto Do Itararé,1748,52.62,1574,47.38
Paraná,Salto Do Lontra,5557,61.61,3463,38.39
Paraná,Santa Amélia,1075,46,1262,54
Paraná,Santa Cecília Do Pavão,1109,47.05,1248,52.95
Paraná,Santa Cruz De Monte Castelo,2298,43.52,2982,56.48
Paraná,Santa Fé,2820,39.4,4337,60.6
Paraná,Santa Helena,6483,38.61,10309,61.39
Paraná,Santa Inês,774,55.6,618,44.4
Paraná,Santa Isabel Do Ivaí,1900,34.93,3540,65.07
Paraná,Santa Izabel Do Oeste,3524,47.48,3898,52.52
Paraná,Santa Lúcia,1148,44.55,1429,55.45
Paraná,Santa Maria Do Oeste,3785,59.53,2573,40.47
Paraná,Santa Mariana,3462,48.4,3691,51.6
Paraná,Santa Mônica,1187,55,971,45
Paraná,Santa Tereza Do Oeste,2969,39.92,4469,60.08
Paraná,Santa Terezinha De Itaipu,4258,29.2,10322,70.8
Paraná,Santana Do Itararé,1858,52.55,1678,47.45
Paraná,Santo Antônio Da Platina,9169,36.23,16140,63.77
Paraná,Santo Antonio Do Caiuá,1133,60.23,748,39.77
Paraná,Santo Antônio Do Paraíso,862,50.47,846,49.53
Paraná,Santo Antônio Do Sudoeste,5984,49.42,6124,50.58
Paraná,Santo Inácio,1862,50.41,1832,49.59
Paraná,São Carlos Do Ivaí,1669,38.8,2633,61.2
Paraná,São Jerônimo Da Serra,3430,55.87,2709,44.13
Paraná,São João,3172,42.8,4240,57.2
Paraná,São João Do Caiuá,2221,59.8,1493,40.2
Paraná,São João Do Ivaí,3406,49.22,3514,50.78
Paraná,São João Do Triunfo,5531,59.42,3777,40.58
Paraná,São Jorge Do Ivaí,1353,35.45,2464,64.55
Paraná,São Jorge Do Patrocínio,1607,39.04,2509,60.96
Paraná,São Jorge D'Oeste,2955,44.48,3688,55.52
Paraná,São José Da Boa Vista,1331,36.75,2291,63.25
Paraná,São José Das Palmeiras,1447,54.4,1213,45.6
Paraná,São José Dos Pinhais,56655,33.78,111043,66.22
Paraná,São Manoel Do Paraná,607,37.89,995,62.11
Paraná,São Mateus Do Sul,12605,46.29,14627,53.71
Paraná,São Miguel Do Iguaçu,6344,36.17,11195,63.83
Paraná,São Pedro Do Iguaçu,1674,42.04,2308,57.96
Paraná,São Pedro Do Ivaí,2281,41.88,3166,58.12
Paraná,São Pedro Do Paraná,657,33.18,1323,66.82
Paraná,São Sebastião Da Amoreira,2644,50.57,2584,49.43
Paraná,São Tomé,1327,36.42,2317,63.58
Paraná,Sapopema,2116,51.74,1974,48.26
Paraná,Sarandi,22685,43.44,29538,56.56
Paraná,Saudade Do Iguaçu,2334,56.09,1827,43.91
Paraná,Sengés,4064,38.96,6368,61.04
Paraná,Serranópolis Do Iguaçu,1001,27.88,2590,72.12
Paraná,Sertaneja,1571,40.21,2336,59.79
Paraná,Sertanópolis,2887,27.4,7650,72.6
Paraná,Siqueira Campos,5789,47.69,6351,52.31
Paraná,Sulina,1214,51.97,1122,48.03
Paraná,Tamarana,2514,39.99,3773,60.01
Paraná,Tamboara,1284,39.98,1928,60.02
Paraná,Tapejara,3658,38.93,5738,61.07
Paraná,Tapira,1646,44.83,2026,55.17
Paraná,Teixeira Soares,2569,40.85,3720,59.15
Paraná,Telêmaco Borba,16271,39.98,24430,60.02
Paraná,Terra Boa,3429,32.65,7072,67.35
Paraná,Terra Rica,3287,36.14,5807,63.86
Paraná,Terra Roxa,3240,29.79,7636,70.21
Paraná,Tibagi,5499,49.28,5660,50.72
Paraná,Tijucas Do Sul,4136,43.07,5466,56.93
Paraná,Toledo,26548,31.24,58445,68.76
Paraná,Tomazina,2238,44.1,2837,55.9
Paraná,Três Barras Do Paraná,3072,42.15,4217,57.85
Paraná,Tunas Do Paraná,1942,47.94,2109,52.06
Paraná,Tuneiras Do Oeste,2024,37.82,3328,62.18
Paraná,Tupãssi,1379,27.17,3696,72.83
Paraná,Turvo,5418,58.68,3815,41.32
Paraná,Ubiratã,5287,34.92,9854,65.08
Paraná,Umuarama,18102,28.34,45768,71.66
Paraná,União Da Vitória,11854,38.06,19295,61.94
Paraná,Uniflor,929,52.75,832,47.25
Paraná,Uraí,2810,41.09,4029,58.91
Paraná,Ventania,3174,53.61,2747,46.39
Paraná,Vera Cruz Do Oeste,2038,38.12,3308,61.88
